['আগে', 'আ\u200cগে', 'উপত্যকায়', 'টাঙ্গ', 'হাসপাতাল', 'হতেও', 'এবং', '\u200b\u200bএবং', 'কাটাই', 'অধিকার']
['কিছু', 'চান্দ', 'বিরক্ত', '১৭৬', 'তামান', 'অর্থনৈতিক', 'পিরামিড', 'আলতা', 'আজম', 'করিবে']
['কিছুটা', 'ঠান্ডায়', 'হোয়াইট', 'বিচারিক', 'রাখছে', 'নিচ্ছি', 'প্রথমে', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
['কিছুটা', 'ঠান্ডায়', 'হোয়াইট', 'বিচারিক', 'রাখছে', 'নিচ্ছি', 'প্রথমে', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
['দেখিলাম', 'শুনতাম', 'দিয়েছি', 'বিচারাধীন', 'হইতো', 'পায়নি', 'আক্ষেপ', 'দেখতেন', 'মানুষগুলোকে', 'চাইতো']
['কিছুটা', 'ঠান্ডায়', 'বিচারিক', 'হোয়াইট', 'রাখছে', 'প্রথমে', 'নিচ্ছি', 'বসবাসকারী', 'পারবি', 'হচ্ছি']
['কিছুটা', 'ঠান্ডায়', 'বিচারিক', 'হোয়াইট', 'রাখছে', 'নিচ্ছি', 'প্রথমে', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
['শুনতাম', 'দেখিলাম', 'বিচারাধীন', 'সংগঠনটি', 'বাঁচানো', 'পায়নি', 'পারল', 'দেখতেন', 'বাগান', 'দেখেছিলাম']
['কিছুটা', 'ঠান্ডায়', 'বিচারিক', 'হোয়াইট', 'রাখছে', 'প্রথমে', 'নিচ্ছি', 'বসবাসকারী', 'পারবি', 'হচ্ছি']
['কিছুটা', 'ঠান্ডায়', 'হোয়াইট', 'বিচারিক', 'রাখছে', 'নিচ্ছি', 'প্রথমে', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
['কিছুটা', 'ঠান্ডায়', 'হোয়াইট', 'বিচারিক', 'রাখছে', 'নিচ্ছি', 'প্রথমে', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
['কিছুটা', 'ঠান্ডায়', 'হোয়াইট', 'বিচারিক', 'রাখছে', 'হচ্ছি', 'নিচ্ছি', 'প্রথমে', 'পারবি', 'বসবাসকারী']
['পায়নি', 'শুনেছি', 'শুনতাম', 'বাগান', 'হাসিনাকে', 'লন্ড', 'মার্চে', 'কাটাচ্ছেন', 'মানুষগুলোকে', 'দেখিলাম']
['', '', '', '', '', '', '', '', '', '']
['কিছুটা', 'ঠান্ডায়', 'বিচারিক', 'হোয়াইট', 'রাখছে', 'প্রথমে', 'নিচ্ছি', 'হচ্ছি', 'পারবি', 'বসবাসকারী']
